Coord;Interestingness
(238.4, 0.3, 114.3);4.611079E-06
(237.4, 0.3, 114.5);4.610225E-06
(236.5, 0.3, 114.7);4.609371E-06
(235.5, 0.3, 115.0);4.608517E-06
(234.5, 0.3, 115.2);4.607663E-06
(233.5, 0.3, 115.4);4.60681E-06
(232.6, 0.3, 115.6);4.605957E-06
(231.6, 0.3, 115.8);4.605104E-06
(230.6, 0.3, 116.0);4.604252E-06
(229.6, 0.4, 116.2);4.6034E-06
(228.6, 0.4, 116.4);4.602548E-06
(227.7, 0.4, 116.7);4.601697E-06
(226.7, 0.4, 116.9);4.600845E-06
(225.7, 0.4, 117.1);4.599995E-06
(224.7, 0.4, 117.3);4.599144E-06
(223.8, 0.4, 117.5);4.598294E-06
(222.8, 0.4, 117.7);4.597444E-06
(221.8, 0.4, 117.9);4.596595E-06
(220.8, 0.4, 118.1);4.595745E-06
(219.8, 0.5, 118.4);4.594896E-06
(218.9, 0.5, 118.6);4.594048E-06
(217.9, 0.5, 118.8);4.5932E-06
(216.9, 0.5, 119.0);4.592352E-06
(215.9, 0.5, 119.2);4.591504E-06
(215.0, 0.5, 119.4);4.590657E-06
(214.0, 0.5, 119.6);4.58981E-06
(213.0, 0.5, 119.8);4.588963E-06
(212.0, 0.5, 120.1);4.588117E-06
(211.1, 0.5, 120.3);4.587271E-06
(210.1, 0.6, 120.5);4.586425E-06
(209.1, 0.6, 120.7);4.585579E-06
(208.1, 0.6, 120.9);4.584734E-06
(207.1, 0.6, 121.1);4.583889E-06
(206.2, 0.6, 121.3);4.583045E-06
(205.2, 0.6, 121.5);4.582201E-06
(204.2, 0.6, 121.8);4.581357E-06
(203.2, 0.6, 122.0);4.580513E-06
(202.3, 0.6, 122.2);4.57967E-06
(201.3, 0.6, 122.4);4.578827E-06
(200.3, 0.7, 122.6);4.577984E-06
(199.3, 0.7, 122.8);4.577142E-06
(198.4, 0.7, 123.0);4.576299E-06
(197.4, 0.7, 123.2);4.575458E-06
(196.4, 0.7, 123.5);4.574616E-06
(195.4, 0.7, 123.7);4.573776E-06
(194.4, 0.7, 123.9);4.572935E-06
(193.5, 0.7, 124.1);4.572094E-06
(192.5, 0.7, 124.3);4.571254E-06
(191.5, 0.7, 124.5);4.570414E-06
(190.5, 0.8, 124.7);4.569575E-06
(189.6, 0.8, 125.0);4.568735E-06
(188.6, 0.8, 125.2);4.567896E-06
(187.6, 0.8, 125.4);4.567058E-06
(186.6, 0.8, 125.6);4.566219E-06
(185.7, 0.8, 125.8);4.565381E-06
(184.7, 0.8, 126.0);4.564544E-06
(183.7, 0.8, 126.2);4.563706E-06
(182.7, 0.8, 126.4);4.562869E-06
(181.7, 0.8, 126.7);4.562032E-06
(180.8, 0.9, 126.9);4.561196E-06
(179.8, 0.9, 127.1);4.56036E-06
(178.8, 0.9, 127.3);4.559524E-06
(177.8, 0.9, 127.5);4.558688E-06
(176.9, 0.9, 127.7);4.557853E-06
(175.9, 0.9, 127.9);4.557018E-06
(174.9, 0.9, 128.1);4.556183E-06
(173.9, 0.9, 128.4);4.555349E-06
(173.0, 0.9, 128.6);4.554515E-06
(172.0, 0.9, 128.8);4.553681E-06
(171.0, 1.0, 129.0);4.552848E-06
(170.0, 1.0, 129.2);4.552015E-06
(169.0, 1.0, 129.4);4.551182E-06
(168.1, 1.0, 129.6);4.550349E-06
(167.1, 1.0, 129.8);4.549517E-06
(166.1, 1.0, 130.1);4.548685E-06
(165.1, 1.0, 130.3);4.547854E-06
(164.2, 1.0, 130.5);4.547022E-06
(163.2, 1.0, 130.7);4.546191E-06
(162.2, 1.0, 130.9);4.54536E-06
(161.2, 1.1, 131.1);4.54453E-06
(160.2, 1.1, 131.3);4.5437E-06
(159.3, 1.1, 131.5);4.54287E-06
(158.3, 1.1, 131.8);4.542041E-06
(157.3, 1.1, 132.0);4.541211E-06
(156.3, 1.1, 132.2);4.540383E-06
(155.4, 1.1, 132.4);4.539554E-06
(154.4, 1.1, 132.6);4.538726E-06
(153.4, 1.1, 132.8);4.537898E-06
(152.4, 1.1, 133.0);4.53707E-06
(151.5, 1.2, 133.3);4.536243E-06
(150.5, 1.2, 133.5);4.535416E-06
(149.5, 1.2, 133.7);4.534589E-06
(148.5, 1.2, 133.9);4.533762E-06
(147.5, 1.2, 134.1);4.532937E-06
(146.6, 1.2, 134.3);4.53211E-06
(145.6, 1.2, 134.5);4.531285E-06
(144.6, 1.2, 134.7);4.53046E-06
(143.6, 1.2, 135.0);4.529635E-06
(142.7, 1.2, 135.2);4.52881E-06
(141.7, 1.3, 135.4);4.527986E-06
(140.7, 1.3, 135.6);4.527162E-06
(139.7, 1.3, 135.8);4.526338E-06
(138.8, 1.3, 136.0);4.525514E-06
(137.8, 1.3, 136.2);4.524691E-06
(136.8, 1.3, 136.4);4.523868E-06
(135.8, 1.3, 136.7);4.523046E-06
(134.8, 1.3, 136.9);4.522224E-06
(133.9, 1.3, 137.1);4.521401E-06
(132.9, 1.3, 137.3);4.52058E-06
(131.9, 1.3, 137.5);4.519758E-06
(130.9, 1.4, 137.7);4.518938E-06
(130.0, 1.4, 137.9);4.518117E-06
(129.0, 1.4, 138.1);4.517296E-06
(128.0, 1.4, 138.4);4.516476E-06
(127.0, 1.4, 138.6);4.515656E-06
(126.1, 1.4, 138.8);6.771948E-06
(125.1, 1.4, 139.0);6.770105E-06
(124.1, 1.4, 139.2);6.768263E-06
(123.1, 1.4, 139.4);6.766421E-06
(122.1, 1.4, 139.6);6.764581E-06
(121.2, 1.5, 139.8);6.762743E-06
(120.2, 1.5, 140.1);6.760904E-06
(119.2, 1.5, 140.3);6.759067E-06
(118.2, 1.5, 140.5);6.757232E-06
(117.3, 1.5, 140.7);6.755396E-06
(116.3, 1.5, 140.9);6.753563E-06
(115.3, 1.5, 141.1);6.751729E-06
(114.3, 1.5, 141.3);6.749898E-06
(113.4, 1.5, 141.5);6.748066E-06
(112.4, 1.5, 141.8);6.746236E-06
(111.4, 1.6, 142.0);6.744407E-06
(110.4, 1.6, 142.2);6.742579E-06
(109.4, 1.6, 142.4);6.740752E-06
(108.5, 1.6, 142.6);6.738926E-06
(107.5, 1.6, 142.8);6.737101E-06
(106.5, 1.6, 143.0);6.735276E-06
(105.5, 1.6, 143.3);6.733454E-06
(104.6, 1.6, 143.5);6.731631E-06
(103.6, 1.6, 143.7);6.72981E-06
(102.6, 1.6, 143.9);6.72799E-06
(101.6, 1.7, 144.1);6.726171E-06
(100.6, 1.7, 144.3);6.724352E-06
(99.7, 1.7, 144.5);6.722536E-06
(98.7, 1.7, 144.7);6.720719E-06
(97.7, 1.7, 145.0);6.718904E-06
(96.7, 1.7, 145.2);6.71709E-06
(95.8, 1.7, 145.4);6.715276E-06
(94.8, 1.7, 145.6);6.713464E-06
(93.8, 1.7, 145.8);6.711653E-06
(92.8, 1.7, 146.0);6.709842E-06
(91.9, 1.8, 146.2);6.708033E-06
(90.9, 1.8, 146.4);6.706224E-06
(89.9, 1.8, 146.7);6.704417E-06
(88.9, 1.8, 146.9);6.70261E-06
(87.9, 1.8, 147.1);6.700805E-06
(87.0, 1.8, 147.3);6.699E-06
(86.0, 1.8, 147.5);6.697197E-06
(85.0, 1.8, 147.7);6.695394E-06
(84.0, 1.8, 147.9);6.693593E-06
(83.1, 1.8, 148.1);6.691792E-06
(82.1, 1.9, 148.4);6.689992E-06
(81.1, 1.9, 148.6);6.688193E-06
(80.1, 1.9, 148.8);6.686396E-06
(79.2, 1.9, 149.0);4.456599E-06
(78.2, 1.9, 149.2);4.455801E-06
(77.2, 1.9, 149.4);4.455002E-06
(76.2, 1.9, 149.6);4.454205E-06
(75.2, 1.9, 149.8);4.453408E-06
(74.3, 1.9, 150.1);4.45261E-06
(73.3, 1.9, 150.3);4.451814E-06
(72.3, 2.0, 150.5);4.451017E-06
(71.3, 2.0, 150.7);4.450221E-06
(70.4, 2.0, 150.9);4.449425E-06
(69.4, 2.0, 151.1);4.448629E-06
(68.4, 2.0, 151.3);4.447834E-06
(67.4, 2.0, 151.6);4.447038E-06
(66.5, 2.0, 151.8);4.446244E-06
(65.5, 2.0, 152.0);4.445449E-06
(64.5, 2.0, 152.2);4.444655E-06
(63.5, 2.0, 152.4);4.443861E-06
(62.5, 2.1, 152.6);4.443067E-06
(61.6, 2.1, 152.8);4.442274E-06
(60.6, 2.1, 153.0);4.441481E-06
(59.6, 2.1, 153.3);4.440687E-06
(58.6, 2.1, 153.5);4.439895E-06
(57.7, 2.1, 153.7);4.439103E-06
(56.7, 2.1, 153.9);4.43831E-06
(55.7, 2.1, 154.1);4.437519E-06
(54.7, 2.1, 154.3);4.436728E-06
(53.8, 2.1, 154.5);4.435936E-06
(52.8, 2.2, 154.7);4.435145E-06
(51.8, 2.2, 155.0);4.434355E-06
(50.8, 2.2, 155.2);4.433564E-06
(49.8, 2.2, 155.4);4.432774E-06
(48.9, 2.2, 155.6);4.431985E-06
(47.9, 2.2, 155.8);4.431195E-06
(46.9, 2.2, 156.0);4.430406E-06
(45.9, 2.2, 156.2);4.429617E-06
(45.0, 2.2, 156.4);4.428828E-06
(44.0, 2.2, 156.7);4.42804E-06
(43.0, 2.3, 156.9);4.427252E-06
(42.0, 2.3, 157.1);4.426464E-06
(41.0, 2.3, 157.3);2.212937E-06
(40.1, 2.3, 157.5);4.425283E-06
(39.1, 2.3, 157.7);4.424496E-06
(38.1, 2.3, 157.9);4.423709E-06
(37.1, 2.3, 158.1);4.422922E-06
(36.2, 2.3, 158.4);4.422136E-06
(35.2, 2.3, 158.6);4.42135E-06
(34.2, 2.3, 158.8);4.420564E-06
(33.2, 2.4, 159.0);4.419779E-06
(32.3, 2.4, 159.2);4.418994E-06
(31.3, 2.4, 159.4);4.418209E-06
(30.3, 2.4, 159.6);4.417424E-06
(29.3, 2.4, 159.8);4.41664E-06
(28.3, 2.4, 160.1);4.415856E-06
(27.4, 2.4, 160.3);4.415072E-06
(26.4, 2.4, 160.5);6.62114E-06
(25.4, 2.4, 160.7);6.619378E-06
(24.4, 2.4, 160.9);4.41194E-06
(23.5, 2.4, 161.1);4.411158E-06
(22.5, 2.5, 161.3);4.410376E-06
(21.5, 2.5, 161.6);4.409594E-06
(20.5, 2.5, 161.8);4.408812E-06
(19.6, 2.5, 162.0);4.408031E-06
(18.6, 2.5, 162.2);4.40725E-06
(17.6, 2.5, 162.4);4.40647E-06
(16.6, 2.5, 162.6);4.405689E-06
(15.6, 2.5, 162.8);4.404909E-06
(14.7, 2.5, 163.0);4.404129E-06
(13.7, 2.5, 163.3);4.40335E-06
(12.7, 2.6, 163.5);2.201382E-06
(11.7, 2.6, 163.7);4.40218E-06
(10.8, 2.6, 163.9);6.601811E-06
(9.8, 2.6, 164.1);6.600058E-06
(8.8, 2.6, 164.3);6.598308E-06
(7.8, 2.6, 164.5);4.3979E-06
(6.9, 2.6, 164.7);6.595392E-06
(5.9, 2.6, 165.0);4.395957E-06
(4.9, 2.6, 165.2);4.39518E-06
(3.9, 2.6, 165.4);4.394404E-06
(2.9, 2.7, 165.6);4.393627E-06
(2.0, 2.7, 165.8);6.588987E-06
(1.0, 2.7, 166.0);6.587242E-06
(0.0, 2.7, 166.2);4.390526E-06
(-1.0, 2.7, 166.4);4.389751E-06
(-1.9, 2.7, 166.7);4.388976E-06
(0.5, 2.9, 165.8);6.582013E-06
(0.9, 2.9, 164.9);6.580272E-06
(1.4, 2.9, 164.0);6.578532E-06
(1.8, 3.0, 163.1);6.576792E-06
(2.3, 3.0, 162.2);6.575054E-06
(2.7, 3.0, 161.3);6.573317E-06
(3.2, 3.0, 160.4);6.57158E-06
(3.6, 3.0, 159.5);4.380089E-06
(4.1, 3.0, 158.6);6.568688E-06
(4.5, 3.0, 157.7);8.755554E-06
(5.0, 3.0, 156.8);1.094011E-05
(5.4, 3.0, 155.9);1.09353E-05
(5.9, 3.0, 155.1);1.311602E-05
(6.3, 3.0, 154.2);8.740172E-06
(6.8, 3.0, 153.3);8.737103E-06
(7.2, 3.1, 152.4);1.091706E-05
(7.7, 3.1, 151.5);1.091228E-05
(8.1, 3.1, 150.6);8.726375E-06
(8.6, 3.1, 149.7);2.181115E-06
(9.0, 3.1, 148.8);4.361657E-06
(9.5, 3.1, 147.9);4.360892E-06
(9.9, 3.1, 147.0);4.360128E-06
(10.4, 3.1, 146.1);4.359364E-06
(10.8, 3.1, 145.2);4.3586E-06
(11.3, 3.1, 144.3);4.357837E-06
(11.7, 3.1, 143.4);4.357074E-06
(12.2, 3.1, 142.6);4.35631E-06
(12.6, 3.2, 141.7);4.355548E-06
(13.1, 3.2, 140.8);4.354785E-06
(13.5, 3.2, 139.9);4.354023E-06
(14.0, 3.2, 139.0);4.353261E-06
(14.4, 3.2, 138.1);4.352499E-06
(14.9, 3.2, 137.2);4.351738E-06
(15.3, 3.2, 136.3);4.350977E-06
(15.8, 3.2, 135.4);4.350216E-06
(16.2, 3.2, 134.5);4.349455E-06
(16.7, 3.2, 133.6);4.348695E-06
(17.1, 3.2, 132.7);4.347934E-06
(17.6, 3.3, 131.8);4.347175E-06
(18.0, 3.3, 131.0);4.346415E-06
(18.5, 3.3, 130.1);6.518199E-06
(18.9, 3.3, 129.2);6.516492E-06
(19.4, 3.3, 128.3);6.514785E-06
(19.8, 3.3, 127.4);6.513079E-06
(20.3, 3.3, 126.5);8.681454E-06
(20.7, 3.3, 125.6);8.678426E-06
(21.2, 3.3, 124.7);8.675399E-06
(21.6, 3.3, 123.8);8.672374E-06
(22.1, 3.3, 122.9);8.669352E-06
(22.5, 3.3, 122.0);8.666331E-06
(23.0, 3.4, 121.1);8.663314E-06
(23.4, 3.4, 120.2);8.660298E-06
(23.9, 3.4, 119.3);8.657284E-06
(24.3, 3.4, 118.5);8.654271E-06
(23.8, 3.9, 117.6);4.326007E-06
(23.4, 3.9, 116.7);4.325255E-06
(22.9, 4.0, 115.8);4.324503E-06
(22.4, 4.1, 115.0);4.323751E-06
(21.9, 4.1, 114.1);4.323E-06
(21.4, 4.2, 113.2);4.322249E-06
(20.9, 4.3, 112.3);4.321498E-06
(20.5, 4.4, 111.5);4.320747E-06
(20.0, 4.4, 110.6);4.319997E-06
(19.5, 4.5, 109.7);4.319247E-06
(19.0, 4.6, 108.9);4.318497E-06
(18.5, 4.6, 108.0);4.317747E-06
(18.0, 4.7, 107.1);4.316998E-06
(17.6, 4.8, 106.2);4.316249E-06
(17.1, 4.9, 105.4);4.3155E-06
(16.6, 4.9, 104.5);4.314752E-06
(16.1, 5.0, 103.6);4.314003E-06
(15.6, 5.1, 102.8);4.313255E-06
(15.1, 5.1, 101.9);4.312507E-06
(14.7, 5.2, 101.0);4.31176E-06
(14.2, 5.3, 100.1);4.311013E-06
(13.7, 5.4, 99.3);4.310266E-06
(13.2, 5.4, 98.4);4.309519E-06
(12.7, 5.5, 97.5);4.308773E-06
(12.2, 5.6, 96.6);4.308026E-06
(11.8, 5.6, 95.8);4.307281E-06
(11.3, 5.7, 94.9);4.306535E-06
(10.8, 5.8, 94.0);4.305789E-06
(10.3, 5.9, 93.2);4.305044E-06
(9.8, 5.9, 92.3);4.304299E-06
(9.3, 6.0, 91.4);4.303555E-06
(8.8, 6.1, 90.5);4.30281E-06
(8.4, 6.2, 89.7);4.302066E-06
(7.9, 6.2, 88.8);4.301322E-06
(7.4, 6.3, 87.9);4.300578E-06
(6.9, 6.4, 87.1);4.299835E-06
(6.4, 6.4, 86.2);4.299092E-06
(5.9, 6.5, 85.3);4.298349E-06
(5.5, 6.6, 84.4);4.297607E-06
(5.0, 6.7, 83.6);4.296864E-06
(4.5, 6.7, 82.7);4.296122E-06
(4.0, 6.8, 81.8);4.29538E-06
(3.5, 6.9, 80.9);4.294639E-06
(3.0, 6.9, 80.1);4.293897E-06
(2.6, 7.0, 79.2);4.293157E-06
(2.1, 7.1, 78.3);4.292416E-06
(1.6, 7.2, 77.5);4.291675E-06
(1.1, 7.2, 76.6);4.290935E-06
(0.6, 7.3, 75.7);4.290195E-06
(0.1, 7.4, 74.8);4.289455E-06
(-0.3, 7.4, 74.0);4.288715E-06
(-0.8, 7.5, 73.1);4.287976E-06
(-1.3, 7.6, 72.2);4.287237E-06
(-1.8, 7.7, 71.4);4.286499E-06
(-2.3, 7.7, 70.5);6.428363E-06
(-2.8, 7.8, 69.6);6.426702E-06
(-3.2, 7.9, 68.7);6.425042E-06
(-3.7, 7.9, 67.9);6.423383E-06
(-4.2, 8.0, 67.0);6.421725E-06
(-4.7, 8.1, 66.1);6.420067E-06
(-5.2, 8.2, 65.2);6.418411E-06
(-5.7, 8.2, 64.4);6.416755E-06
(-6.2, 8.3, 63.5);6.4151E-06
(-6.6, 8.4, 62.6);6.413446E-06
(-7.1, 8.4, 61.8);6.411793E-06
(-7.6, 8.5, 60.9);4.273611E-06
(-8.1, 8.6, 60.0);4.272877E-06
(-8.6, 8.7, 59.1);4.272143E-06
(-9.1, 8.7, 58.3);4.27141E-06
(-9.5, 8.8, 57.4);4.270676E-06
(-10.0, 8.9, 56.5);4.269943E-06
(-10.5, 8.9, 55.7);4.26921E-06
(-11.0, 9.0, 54.8);4.268478E-06
(-11.5, 9.1, 53.9);4.267745E-06
(-12.0, 9.2, 53.0);6.400246E-06
(-12.4, 9.2, 52.2);4.265916E-06
(-12.9, 9.3, 51.3);4.265185E-06
(-13.4, 9.4, 50.4);4.264453E-06
(-13.9, 9.5, 49.5);6.395309E-06
(-14.4, 9.5, 48.7);6.393665E-06
(-14.9, 9.6, 47.8);6.392023E-06
(-15.3, 9.7, 46.9);6.39038E-06
(-15.8, 9.7, 46.1);6.38874E-06
(-16.3, 9.8, 45.2);6.387099E-06
(-16.8, 9.9, 44.3);6.38546E-06
(-17.3, 10.0, 43.4);6.383821E-06
(-17.8, 10.0, 42.6);6.382183E-06
(-18.2, 10.1, 41.7);6.380546E-06
(-18.7, 10.2, 40.8);6.37891E-06
(-19.2, 10.2, 40.0);6.377275E-06
(-19.7, 10.3, 39.1);6.37564E-06
(-20.2, 10.4, 38.2);6.374006E-06
(-20.7, 10.5, 37.3);6.372373E-06
(-21.2, 10.5, 36.5);6.370741E-06
(-21.6, 10.6, 35.6);6.36911E-06
(-22.1, 10.7, 34.7);6.36748E-06
(-22.6, 10.7, 33.8);6.36585E-06
(-23.1, 10.8, 33.0);6.364221E-06
(-23.6, 10.9, 32.1);6.362594E-06
(-24.1, 11.0, 31.2);6.360967E-06
(-24.5, 11.0, 30.4);6.359341E-06
(-25.0, 11.1, 29.5);6.357716E-06
(-25.5, 11.2, 28.6);6.356091E-06
(-26.0, 11.2, 27.7);6.354467E-06
(-26.5, 11.3, 26.9);6.352845E-06
(-27.0, 11.4, 26.0);6.351223E-06
(-27.4, 11.5, 25.1);6.349601E-06
(-27.9, 11.5, 24.3);6.347981E-06
(-28.4, 11.6, 23.4);6.346362E-06
(-28.9, 11.7, 22.5);6.344743E-06
(-29.4, 11.7, 21.6);6.343125E-06
(-29.9, 11.8, 20.8);6.341508E-06
(-30.3, 11.9, 19.9);6.339892E-06
(-30.8, 12.0, 19.0);6.338276E-06
(-31.3, 12.0, 18.1);6.336662E-06
(-31.8, 12.1, 17.3);6.335048E-06
(-32.3, 12.2, 16.4);6.333435E-06
(-32.8, 12.2, 15.5);6.331823E-06
(-33.2, 12.3, 14.7);6.330212E-06
(-33.7, 12.4, 13.8);6.328601E-06
(-34.2, 12.5, 12.9);6.326992E-06
(-34.7, 12.5, 12.0);6.325383E-06
(-35.2, 12.6, 11.2);6.323774E-06
(-35.7, 12.7, 10.3);6.322167E-06
(-36.1, 12.8, 9.4);6.320561E-06
(-36.6, 12.8, 8.6);6.318955E-06
(-37.1, 12.9, 7.7);6.317351E-06
(-37.6, 13.0, 6.8);6.315747E-06
(-38.1, 13.0, 5.9);6.314144E-06
(-38.6, 13.1, 5.1);6.312541E-06
(-39.1, 13.2, 4.2);6.31094E-06
(-39.5, 13.3, 3.3);6.309339E-06
(-40.0, 13.3, 2.4);6.307739E-06
(-40.5, 13.4, 1.6);6.30614E-06
(-41.0, 13.5, 0.7);6.304542E-06
(-41.5, 13.5, -0.2);6.302945E-06
(-42.0, 13.6, -1.0);6.301348E-06
(-42.4, 13.7, -1.9);8.399315E-06
(-42.9, 13.8, -2.8);8.39648E-06
(-43.4, 13.8, -3.7);8.393647E-06
(-43.9, 13.9, -4.5);8.390815E-06
(-44.4, 14.0, -5.4);8.387987E-06
(-44.9, 14.0, -6.3);8.385158E-06
(-45.3, 14.1, -7.1);8.382333E-06
(-45.8, 14.2, -8.0);8.379509E-06
(-46.3, 14.3, -8.9);8.376688E-06
(-46.8, 14.3, -9.8);8.373868E-06
(-47.3, 14.4, -10.6);8.37105E-06
(-47.8, 14.5, -11.5);8.368233E-06
(-48.2, 14.5, -12.4);8.365419E-06
(-48.7, 14.6, -13.3);8.362607E-06
(-49.2, 14.7, -14.1);8.359797E-06
(-49.7, 14.8, -15.0);8.356988E-06
(-50.2, 14.8, -15.9);8.354182E-06
(-50.7, 14.9, -16.7);8.351378E-06
(-51.1, 15.0, -17.6);8.348575E-06
(-51.6, 15.0, -18.5);8.345773E-06
(-52.1, 15.1, -19.4);8.342974E-06
(-52.6, 15.2, -20.2);8.340177E-06
(-53.1, 15.3, -21.1);8.337382E-06
(-53.6, 15.3, -22.0);8.334589E-06
(-54.1, 15.4, -22.8);8.331797E-06
(-54.5, 15.5, -23.7);6.247017E-06
(-55.0, 15.5, -24.6);6.245449E-06
(-55.5, 15.6, -25.5);8.324826E-06
(-56.0, 15.7, -26.3);8.322041E-06
(-56.5, 15.8, -27.2);6.239704E-06
(-57.0, 15.8, -28.1);6.23814E-06
(-57.4, 15.9, -29.0);8.315087E-06
(-57.9, 16.0, -29.8);8.312309E-06
(-58.4, 16.0, -30.7);8.309532E-06
(-58.9, 16.1, -31.6);6.230327E-06
(-59.4, 16.2, -32.4);6.228768E-06
(-59.9, 16.3, -33.3);8.302598E-06
(-60.3, 16.3, -34.2);8.299828E-06
(-60.8, 16.4, -35.1);6.223054E-06
(-61.3, 16.5, -35.9);6.221498E-06
(-61.8, 16.6, -36.8);6.219942E-06
(-62.3, 16.6, -37.7);6.218387E-06
(-62.8, 16.7, -38.5);6.216833E-06
(-63.2, 16.8, -39.4);6.21528E-06
(-63.7, 16.8, -40.3);6.213727E-06
(-64.2, 16.9, -41.2);6.212176E-06
(-64.7, 17.0, -42.0);6.210625E-06
(-65.2, 17.1, -42.9);6.209074E-06
(-65.7, 17.1, -43.8);6.207525E-06
(-66.1, 17.2, -44.7);6.205976E-06
(-66.6, 17.3, -45.5);6.204428E-06
(-67.1, 17.3, -46.4);6.202881E-06
(-67.6, 17.4, -47.3);6.201335E-06
(-68.1, 17.5, -48.1);8.266043E-06
(-68.6, 17.6, -49.0);8.263297E-06
(-69.1, 17.6, -49.9);8.260553E-06
(-69.5, 17.7, -50.8);8.257811E-06
(-70.0, 17.8, -51.6);8.25507E-06
(-70.5, 17.8, -52.5);8.252331E-06
(-71.0, 17.9, -53.4);8.249594E-06
(-71.5, 18.0, -54.2);8.24686E-06
(-72.0, 18.1, -55.1);8.244127E-06
(-72.4, 18.1, -56.0);8.241395E-06
(-72.9, 18.2, -56.9);8.238666E-06
(-73.4, 18.3, -57.7);8.235937E-06
(-73.9, 18.3, -58.6);1.029109E-05
(-74.4, 18.4, -59.5);1.028683E-05
(-74.9, 18.5, -60.3);1.028258E-05
(-75.3, 18.6, -61.2);1.027833E-05
(-75.8, 18.6, -62.1);1.027409E-05
(-76.3, 18.7, -63.0);1.026985E-05
(-76.8, 18.8, -63.8);1.026561E-05
(-77.3, 18.8, -64.7);1.026137E-05
(-77.8, 18.9, -65.6);1.025714E-05
(-78.2, 19.0, -66.5);1.025291E-05
(-78.7, 19.1, -67.3);8.19929E-06
(-79.2, 19.1, -68.2);8.196589E-06
(-79.7, 19.2, -69.1);8.193889E-06
(-80.2, 19.3, -69.9);8.19119E-06
(-80.7, 19.3, -70.8);8.188494E-06
(-81.1, 19.4, -71.7);8.1858E-06
(-81.6, 19.5, -72.6);8.183107E-06
(-82.1, 19.6, -73.4);1.02251E-05
(-82.6, 19.6, -74.3);1.02209E-05
(-83.1, 19.7, -75.2);1.02167E-05
(-83.6, 19.8, -76.0);1.021251E-05
(-84.1, 19.9, -76.9);1.020831E-05
(-84.5, 19.9, -77.8);1.020413E-05
(-85.0, 20.0, -78.7);8.160289E-06
(-85.5, 20.1, -79.5);8.157613E-06
(-86.0, 20.1, -80.4);8.154939E-06
(-86.5, 20.2, -81.3);8.152267E-06
(-87.0, 20.3, -82.2);8.149595E-06
(-87.4, 20.4, -83.0);8.146927E-06
(-87.9, 20.4, -83.9);8.144259E-06
(-88.4, 20.5, -84.8);8.141594E-06
(-88.9, 20.6, -85.6);8.13893E-06
(-89.4, 20.6, -86.5);8.136268E-06
(-89.9, 20.7, -87.4);8.133607E-06
(-90.3, 20.8, -88.3);8.130949E-06
(-90.8, 20.9, -89.1);8.128292E-06
(-91.3, 20.9, -90.0);8.125637E-06
(-91.8, 21.0, -90.9);8.122984E-06
(-92.3, 21.1, -91.7);8.120332E-06
(-92.8, 21.1, -92.6);8.117682E-06
(-93.2, 21.2, -93.5);8.115034E-06
(-93.7, 21.3, -94.4);8.112387E-06
(-94.2, 21.4, -95.2);8.109742E-06
(-94.7, 21.4, -96.1);8.1071E-06
(-95.2, 21.5, -97.0);8.104458E-06
(-95.7, 21.6, -97.9);8.101819E-06
(-96.1, 21.6, -98.7);8.099181E-06
(-96.6, 21.7, -99.6);8.096545E-06
(-97.1, 21.8, -100.5);8.09391E-06
(-97.6, 21.9, -101.3);8.091278E-06
(-98.1, 21.9, -102.2);8.088647E-06
(-98.6, 22.0, -103.1);8.086017E-06
(-99.1, 22.1, -104.0);8.08339E-06
(-99.5, 22.1, -104.8);8.080764E-06
(-100.0, 22.2, -105.7);8.07814E-06
(-100.5, 22.3, -106.6);8.075517E-06
(-101.0, 22.4, -107.4);8.072897E-06
(-101.5, 22.4, -108.3);8.070278E-06
(-102.0, 22.5, -109.2);8.06766E-06
(-102.4, 22.6, -110.1);8.065044E-06
(-102.9, 22.6, -110.9);8.06243E-06
(-103.4, 22.7, -111.8);8.059818E-06
(-103.9, 22.8, -112.7);8.057207E-06
(-104.4, 22.9, -113.6);8.054599E-06
(-104.9, 22.9, -114.4);8.051991E-06
(-105.3, 23.0, -115.3);8.049386E-06
(-105.8, 23.1, -116.2);8.046782E-06
(-106.3, 23.2, -117.0);8.044181E-06
(-106.8, 23.2, -117.9);8.04158E-06
(-107.3, 23.3, -118.8);8.038981E-06
(-107.8, 23.4, -119.7);8.036383E-06
(-108.2, 23.4, -120.5);8.033789E-06
(-108.7, 23.5, -121.4);8.031195E-06
(-109.2, 23.6, -122.3);8.028603E-06
(-109.7, 23.7, -123.1);8.026012E-06
(-110.2, 23.7, -124.0);8.023424E-06
(-110.7, 23.8, -124.9);8.020837E-06
(-111.1, 23.9, -125.8);8.018251E-06
(-111.6, 23.9, -126.6);8.015667E-06
(-112.1, 24.0, -127.5);8.013086E-06
(-112.6, 24.1, -128.4);8.010505E-06
(-113.1, 24.2, -129.3);8.007926E-06
(-113.6, 24.2, -130.1);8.00535E-06
(-114.0, 24.3, -131.0);8.002773E-06
(-114.5, 24.4, -131.9);8.0002E-06
(-115.0, 24.4, -132.7);7.997628E-06
(-115.5, 24.5, -133.6);7.995058E-06
(-116.0, 24.6, -134.5);7.992488E-06
(-116.5, 24.7, -135.4);7.989921E-06
(-117.0, 24.7, -136.2);7.987356E-06
(-117.4, 24.8, -137.1);7.984792E-06
(-117.9, 24.9, -138.0);7.98223E-06
(-118.4, 24.9, -138.8);7.979669E-06
(-118.9, 25.0, -139.7);7.977111E-06
